
Step nr. 1, h = 0.01
Step nr. 1953, h = 0.00222497844781492

Step nr. 1954, h = 0.00222451700881995

Step nr. 1955, h = 0.00222405991521581

Step nr. 1956, h = 0.00222360715243114

Step nr. 1957, h = 0.00222315870606173

Step nr. 1958, h = 0.00222271456186907

Step nr. 1959, h = 0.00222227470577916

Step nr. 1960, h = 0.00222183912388114

Step nr. 1961, h = 0.00222140780242605

Step nr. 1962, h = 0.00222098072782552

Step nr. 1963, h = 0.00222055788665069

Step nr. 1964, h = 0.00222013926563079

Step nr. 1965, h = 0.00221972485165208

Step nr. 1966, h = 0.00221931463175665

Step nr. 1967, h = 0.0022189085931412

Step nr. 1968, h = 0.00221850672315591

Step nr. 1969, h = 0.00221810900930336

Step nr. 1970, h = 0.00221771543923737

Step nr. 1971, h = 0.0022173260007619

Step nr. 1972, h = 0.00221694068183

Step nr. 1973, h = 0.00221655947054269

Step nr. 1974, h = 0.00221618235514797

Step nr. 1975, h = 0.00221580932403973

Step nr. 1976, h = 0.00221544036575676

Step nr. 1977, h = 0.00221507546898178

Step nr. 1978, h = 0.00221471462254037

Step nr. 1979, h = 0.00221435781540006

Step nr. 1980, h = 0.00221400503666935

Step nr. 1981, h = 0.00221365627559678

Step nr. 1982, h = 0.00221331152156992

Step nr. 1983, h = 0.00221297076411459

Step nr. 1984, h = 0.00221263399289381

Step nr. 1985, h = 0.00221230119770705

Step nr. 1986, h = 0.00221197236848926

Step nr. 1987, h = 0.00221164749531002

Step nr. 1988, h = 0.00221132656837273

Step nr. 1989, h = 0.00221100957801376

Step nr. 1990, h = 0.00221069651470159

Step nr. 1991, h = 0.00221038736903603

Step nr. 1992, h = 0.00221008213174748

Step nr. 1993, h = 0.00220978079369602

Step nr. 1994, h = 0.00220948334587074

Step nr. 1995, h = 0.00220918977938896

Step nr. 1996, h = 0.00220890008549546

Step nr. 1997, h = 0.00220861425556175

Step nr. 1998, h = 0.00220833228108537

Step nr. 1999, h = 0.00220805415368916

Step nr. 2000, h = 0.00220777986512059

Step nr. 2001, h = 0.00220750940725103

Step nr. 2002, h = 0.00220724277207508

Step nr. 2003, h = 0.00220697995170993

Step nr. 2004, h = 0.00220672093839472

Step nr. 2005, h = 0.00220646572448987

Step nr. 2006, h = 0.00220621430247645

Step nr. 2007, h = 0.00220596666495555

Step nr. 2008, h = 0.0022057228046477

Step nr. 2009, h = 0.00220548271439225

Step nr. 2010, h = 0.00220524638714683

Step nr. 2011, h = 0.0022050138159867

Step nr. 2012, h = 0.00220478499410423

Step nr. 2013, h = 0.00220455991480836

Step nr. 2014, h = 0.00220433857152399

Step nr. 2015, h = 0.00220412095779153

Step nr. 2016, h = 0.00220390706726629

Step nr. 2017, h = 0.00220369689371803

Step nr. 2018, h = 0.00220349043103041

Step nr. 2019, h = 0.00220328767320056

Step nr. 2020, h = 0.00220308861433851

Step nr. 2021, h = 0.00220289324866677

Step nr. 2022, h = 0.00220270157051987

Step nr. 2023, h = 0.00220251357434386

Step nr. 2024, h = 0.0022023292546959

Step nr. 2025, h = 0.00220214860624383

Step nr. 2026, h = 0.00220197162376568

Step nr. 2027, h = 0.00220179830214935

Step nr. 2028, h = 0.00220162863639211

Step nr. 2029, h = 0.00220146262160026

Step nr. 2030, h = 0.00220130025298871

Step nr. 2031, h = 0.0022011415258806

Step nr. 2032, h = 0.00220098643570695

Step nr. 2033, h = 0.00220083497800627

Step nr. 2034, h = 0.00220068714842422

Step nr. 2035, h = 0.00220054294271326

Step nr. 2036, h = 0.0022004023567323

Step nr. 2037, h = 0.0022002653864464

Step nr. 2038, h = 0.00220013202792644

Step nr. 2039, h = 0.00220000227734878

Step nr. 2040, h = 0.00219987613099499

Step nr. 2041, h = 0.00219975358525158

Step nr. 2042, h = 0.00219963463660963

Step nr. 2043, h = 0.00219951928166459

Step nr. 2044, h = 0.002199407517116

Step nr. 2045, h = 0.0021992993397672

Step nr. 2046, h = 0.00219919474652508

Step nr. 2047, h = 0.00219909373439989

Step nr. 2048, h = 0.00219899630050492

Step nr. 2049, h = 0.00219890244205635

Step nr. 2050, h = 0.00219881215637299

Step nr. 2051, h = 0.00219872544087607

Step nr. 2052, h = 0.00219864229308904

Step nr. 2053, h = 0.00219856271063742

Step nr. 2054, h = 0.00219848669124852

Step nr. 2055, h = 0.00219841423275135

Step nr. 2056, h = 0.00219834533307639

Step nr. 2057, h = 0.00219827999025547

Step nr. 2058, h = 0.00219821820242159

Step nr. 2059, h = 0.00219815996780878

Step nr. 2060, h = 0.00219810528475195

Step nr. 2061, h = 0.00219805415168678

Step nr. 2062, h = 0.00219800656714958

Step nr. 2063, h = 0.00219796252977719

Step nr. 2064, h = 0.00219792203830684

Step nr. 2065, h = 0.0021978850915761

Step nr. 2066, h = 0.00219785168852273

Step nr. 2067, h = 0.00219782182818465

Step nr. 2068, h = 0.00219779550969983

Step nr. 2069, h = 0.00219777273230622

Step nr. 2070, h = 0.00219775349534172

Step nr. 2071, h = 0.00219773779824407

Step nr. 2072, h = 0.00219772564055087

Step nr. 2073, h = 0.00219771702189951

Step nr. 2074, h = 0.00219771194202711

Step nr. 2075, h = 0.00219771040077057

Step nr. 2076, h = 0.00219771239806647

Step nr. 2077, h = 0.00219771793395113

Step nr. 2078, h = 0.00219772700856059

Step nr. 2079, h = 0.00219773962213059

Step nr. 2080, h = 0.00219775577499663

Step nr. 2081, h = 0.00219777546759395

Step nr. 2082, h = 0.00219779870045761

Step nr. 2083, h = 0.00219782547422247

Step nr. 2084, h = 0.00219785578962329

Step nr. 2085, h = 0.00219788964749476

Step nr. 2086, h = 0.00219792704877156

Step nr. 2087, h = 0.00219796799448842

Step nr. 2088, h = 0.00219801248578024

Step nr. 2089, h = 0.00219806052388211

Step nr. 2090, h = 0.00219811211012947

Step nr. 2091, h = 0.00219816724595814

Step nr. 2092, h = 0.00219822593290451

Step nr. 2093, h = 0.00219828817260557

Step nr. 2094, h = 0.00219835396679912

Step nr. 2095, h = 0.00219842331732381

Step nr. 2096, h = 0.00219849622611937

Step nr. 2097, h = 0.00219857269522668

Step nr. 2098, h = 0.00219865272678799

Step nr. 2099, h = 0.00219873632304703

Step nr. 2100, h = 0.00219882348634921

Step nr. 2101, h = 0.00219891421914179

Step nr. 2102, h = 0.00219900852397408

Step nr. 2103, h = 0.00219910640349764

Step nr. 2104, h = 0.00219920786046641

Step nr. 2105, h = 0.00219931289773705

Step nr. 2106, h = 0.00219942151826903

Step nr. 2107, h = 0.00219953372512497

Step nr. 2108, h = 0.00219964952147077

Step nr. 2109, h = 0.00219976891057595

Step nr. 2110, h = 0.00219989189581383

Step nr. 2111, h = 0.00220001848066183

Step nr. 2112, h = 0.00220014866870171

Step nr. 2113, h = 0.0022002824636199

Step nr. 2114, h = 0.00220041986920771

Step nr. 2115, h = 0.00220056088936168

Step nr. 2116, h = 0.00220070552808388

Step nr. 2117, h = 0.00220085378948219

Step nr. 2118, h = 0.00220100567777065

Step nr. 2119, h = 0.00220116119726976

Step nr. 2120, h = 0.00220132035240684

Step nr. 2121, h = 0.00220148314771636

Step nr. 2122, h = 0.00220164958784033

Step nr. 2123, h = 0.00220181967752859

Step nr. 2124, h = 0.00220199342163928

Step nr. 2125, h = 0.00220217082513911

Step nr. 2126, h = 0.00220235189310388

Step nr. 2127, h = 0.00220253663071875

Step nr. 2128, h = 0.00220272504327875

Step nr. 2129, h = 0.00220291713618914

Step nr. 2130, h = 0.00220311291496582

Step nr. 2131, h = 0.00220331238523583

Step nr. 2132, h = 0.00220351555273779

Step nr. 2133, h = 0.00220372242332229

Step nr. 2134, h = 0.00220393300295242

Step nr. 2135, h = 0.00220414729770419

Step nr. 2136, h = 0.00220436531376709

Step nr. 2137, h = 0.00220458705744449

Step nr. 2138, h = 0.00220481253515423

Step nr. 2139, h = 0.00220504175342906

Step nr. 2140, h = 0.00220527471891722

Step nr. 2141, h = 0.00220551143838297

Step nr. 2142, h = 0.00220575191870709

Step nr. 2143, h = 0.0022059961668875

Step nr. 2144, h = 0.00220624419003973

Step nr. 2145, h = 0.00220649599539761

Step nr. 2146, h = 0.00220675159031374

Step nr. 2147, h = 0.00220701098226021

Step nr. 2148, h = 0.00220727417882909

Step nr. 2149, h = 0.00220754118773313

Step nr. 2150, h = 0.00220781201680634

Step nr. 2151, h = 0.00220808667400468

Step nr. 2152, h = 0.00220836516740664

Step nr. 2153, h = 0.00220864750521398

Step nr. 2154, h = 0.00220893369575233

Step nr. 2155, h = 0.00220922374747197

Step nr. 2156, h = 0.00220951766894843

Step nr. 2157, h = 0.00220981546888322

Step nr. 2158, h = 0.0022101171561046

Step nr. 2159, h = 0.00221042273956831

Step nr. 2160, h = 0.00221073222835821

Step nr. 2161, h = 0.00221104563168718

Step nr. 2162, h = 0.00221136295889778

Step nr. 2163, h = 0.0022116842194631

Step nr. 2164, h = 0.00221200942298753

Step nr. 2165, h = 0.00221233857920756

Step nr. 2166, h = 0.00221267169799257

Step nr. 2167, h = 0.00221300878934573

Step nr. 2168, h = 0.00221334986340483

Step nr. 2169, h = 0.0022136949304431

Step nr. 2170, h = 0.00221404400087009

Step nr. 2171, h = 0.00221439708523262

Step nr. 2172, h = 0.00221475419421558

Step nr. 2173, h = 0.00221511533864291

Step nr. 2174, h = 0.00221548052947854

Step nr. 2175, h = 0.00221584977782727

Step nr. 2176, h = 0.00221622309493574

Step nr. 2177, h = 0.00221660049219353

Step nr. 2178, h = 0.0022169819811339

Step nr. 2179, h = 0.00221736757343502

Step nr. 2180, h = 0.00221775728092084

Step nr. 2181, h = 0.00221815111556227

Step nr. 2182, h = 0.00221854908947799

Step nr. 2183, h = 0.00221895121493577

Step nr. 2184, h = 0.00221935750435338

Step nr. 2185, h = 0.00221976797029971

Step nr. 2186, h = 0.00222018262549595

Step nr. 2187, h = 0.00222060148281668

Step nr. 2188, h = 0.00222102455529101

Step nr. 2189, h = 0.00222145185610361

Step nr. 2190, h = 0.00222188339859619

Step nr. 2191, h = 0.0022223191962684

Step nr. 2192, h = 0.00222275926277918

Step nr. 2193, h = 0.00222320361194798

Step nr. 2194, h = 0.00222365225775596

Step nr. 2195, h = 0.00222410521434729

Step nr. 2196, h = 0.00222456249603049

Step nr. 2197, h = 0.00222502411727964

Step nr. 2198, h = 0.00222549009273572

Step nr. 2199, h = 0.00222596043720791

Step nr. 2200, h = 0.0022264351656751

Step nr. 2201, h = 0.00222691429328714

Step nr. 2202, h = 0.00222739783536623

Step nr. 2203, h = 0.00222788580740842

Step nr. 2204, h = 0.002228378225085

Step nr. 2205, h = 0.00222887510424393

Step nr. 2206, h = 0.00222937646091145

Step nr. 2207, h = 0.00222988231129341

Step nr. 2208, h = 0.00223039267177693

Step nr. 2209, h = 0.00223090755893181

Step nr. 2210, h = 0.00223142698951225

Step nr. 2211, h = 0.0022319509804584

Step nr. 2212, h = 0.00223247954889788

Step nr. 2213, h = 0.00223301271214744

Step nr. 2214, h = 0.00223355048771475

Step nr. 2215, h = 0.00223409289329996

Step nr. 2216, h = 0.00223463994679739

Step nr. 2217, h = 0.00223519166629741

Step nr. 2218, h = 0.00223574807008801

Step nr. 2219, h = 0.00223630917665672

Step nr. 2220, h = 0.00223687500469229

Step nr. 2221, h = 0.00223744557308668

Step nr. 2222, h = 0.00223802090093685

Step nr. 2223, h = 0.00223860100754651

Step nr. 2224, h = 0.00223918591242833

Step nr. 2225, h = 0.00223977563530559

Step nr. 2226, h = 0.00224037019611423

Step nr. 2227, h = 0.00224096961500499

Step nr. 2228, h = 0.00224157391234522

Step nr. 2229, h = 0.00224218310872119

Step nr. 2230, h = 0.00224279722493987

Step nr. 2231, h = 0.00224341628203128

Step nr. 2232, h = 0.0022440403012505

Step nr. 2233, h = 0.00224466930407995

Step nr. 2234, h = 0.00224530331223148

Step nr. 2235, h = 0.0022459423476487

Step nr. 2236, h = 0.00224658643250922

Step nr. 2237, h = 0.00224723558922698

Step nr. 2238, h = 0.00224788984045448

Step nr. 2239, h = 0.00224854920908525

Step nr. 2240, h = 0.0022492137182563

Step nr. 2241, h = 0.00224988339135039

Step nr. 2242, h = 0.00225055825199871

Step nr. 2243, h = 0.00225123832408321

Step nr. 2244, h = 0.00225192363173921

Step nr. 2245, h = 0.00225261419935807

Step nr. 2246, h = 0.00225331005158967

Step nr. 2247, h = 0.00225401121334513

Step nr. 2248, h = 0.00225471770979959

Step nr. 2249, h = 0.00225542956639482

Step nr. 2250, h = 0.00225614680884199

Step nr. 2251, h = 0.0022568694631247

Step nr. 2252, h = 0.00225759755550156

Step nr. 2253, h = 0.00225833111250929

Step nr. 2254, h = 0.00225907016096558

Step nr. 2255, h = 0.00225981472797213

Step nr. 2256, h = 0.00226056484091756

Step nr. 2257, h = 0.00226132052748069

Step nr. 2258, h = 0.00226208181563349

Step nr. 2259, h = 0.00226284873364432

Step nr. 2260, h = 0.00226362131008123

Step nr. 2261, h = 0.00226439957381496

Step nr. 2262, h = 0.00226518355402253

Step nr. 2263, h = 0.00226597328019054

Step nr. 2264, h = 0.00226676878211852

Step nr. 2265, h = 0.00226757008992237

Step nr. 2266, h = 0.00226837723403803

Step nr. 2267, h = 0.00226919024522483

Step nr. 2268, h = 0.00227000915456929

Step nr. 2269, h = 0.00227083399348881

Step nr. 2270, h = 0.00227166479373529

Step nr. 2271, h = 0.00227250158739893

Step nr. 2272, h = 0.00227334440691213

Step nr. 2273, h = 0.00227419328505341

Step nr. 2274, h = 0.00227504825495141

Step nr. 2275, h = 0.00227590935008877

Step nr. 2276, h = 0.00227677660430638

Step nr. 2277, h = 0.00227765005180741

Step nr. 2278, h = 0.00227852972716168

Step nr. 2279, h = 0.00227941566530966

Step nr. 2280, h = 0.0022803079015672

Step nr. 2281, h = 0.00228120647162968

Step nr. 2282, h = 0.00228211141157644

Step nr. 2283, h = 0.00228302275787575

Step nr. 2284, h = 0.00228394054738887

Step nr. 2285, h = 0.00228486481737517

Step nr. 2286, h = 0.0022857956054966

Step nr. 2287, h = 0.00228673294982279

Step nr. 2288, h = 0.00228767688883594

Step nr. 2289, h = 0.00228862746143565

Step nr. 2290, h = 0.00228958470694413

Step nr. 2291, h = 0.00229054866511126

Step nr. 2292, h = 0.00229151937611995

Step nr. 2293, h = 0.0022924968805914

Step nr. 2294, h = 0.00229348121959061

Step nr. 2295, h = 0.00229447243463168

Step nr. 2296, h = 0.00229547056768357

Step nr. 2297, h = 0.00229647566117557

Step nr. 2298, h = 0.00229748775800346

Step nr. 2299, h = 0.00229850690153495

Step nr. 2300, h = 0.0022995331356157

Step nr. 2301, h = 0.00230056650457565

Step nr. 2302, h = 0.00230160705323489

Step nr. 2303, h = 0.00230265482691018

Step nr. 2304, h = 0.00230370987142084

Step nr. 2305, h = 0.00230477223309568

Step nr. 2306, h = 0.00230584195877941

Step nr. 2307, h = 0.00230691909583918

Step nr. 2308, h = 0.00230800369217153

Step nr. 2309, h = 0.0023090957962092

Step nr. 2310, h = 0.00231019545692809

Step nr. 2311, h = 0.00231130272385457

Step nr. 2312, h = 0.00231241764707253

Step nr. 2313, h = 0.0023135402772308

Step nr. 2314, h = 0.00231467066555072

Step nr. 2315, h = 0.0023158088638337

Step nr. 2316, h = 0.00231695492446892

Step nr. 2317, h = 0.00231810890044124

Step nr. 2318, h = 0.0023192708453393

Step nr. 2319, h = 0.00232044081336345

Step nr. 2320, h = 0.00232161885933439

Step nr. 2321, h = 0.00232280503870118

Step nr. 2322, h = 0.00232399940755009

Step nr. 2323, h = 0.0023252020226133

Step nr. 2324, h = 0.00232641294127759

Step nr. 2325, h = 0.00232763222159358

Step nr. 2326, h = 0.00232885992228489

Step nr. 2327, h = 0.00233009610275725

Step nr. 2328, h = 0.00233134082310836

Step nr. 2329, h = 0.00233259414413726

Step nr. 2330, h = 0.00233385612735429

Step nr. 2331, h = 0.0023351268349912

Step nr. 2332, h = 0.00233640633001122

Step nr. 2333, h = 0.00233769467611949

Step nr. 2334, h = 0.00233899193777366

Step nr. 2335, h = 0.00234029818019432

Step nr. 2336, h = 0.00234161346937664

Step nr. 2337, h = 0.00234293787210066

Step nr. 2338, h = 0.00234427145594337

Step nr. 2339, h = 0.00234561428928974

Step nr. 2340, h = 0.00234696644134479

Step nr. 2341, h = 0.00234832798214532

Step nr. 2342, h = 0.00234969898257233

Step nr. 2343, h = 0.00235107951436329

Step nr. 2344, h = 0.00235246965012475

Step nr. 2345, h = 0.00235386946334543

Step nr. 2346, h = 0.00235527902840904

Step nr. 2347, h = 0.00235669842060785

Step nr. 2348, h = 0.00235812771615619

Step nr. 2349, h = 0.00235956699220418

Step nr. 2350, h = 0.00236101632685222

Step nr. 2351, h = 0.00236247579916513

Step nr. 2352, h = 0.00236394548918665

Step nr. 2353, h = 0.00236542547795478

Step nr. 2354, h = 0.00236691584751654

Step nr. 2355, h = 0.00236841668094392

Step nr. 2356, h = 0.00236992806234931

Step nr. 2357, h = 0.00237145007690185

Step nr. 2358, h = 0.00237298281084355

Step nr. 2359, h = 0.00237452635150643

Step nr. 2360, h = 0.00237608078732942

Step nr. 2361, h = 0.00237764620787561

Step nr. 2362, h = 0.00237922270384986

Step nr. 2363, h = 0.00238081036711738

Step nr. 2364, h = 0.00238240929072179

Step nr. 2365, h = 0.002384019568904

Step nr. 2366, h = 0.00238564129712117

Step nr. 2367, h = 0.00238727457206678

Step nr. 2368, h = 0.00238891949168995

Step nr. 2369, h = 0.00239057615521608

Step nr. 2370, h = 0.00239224466316782

Step nr. 2371, h = 0.00239392511738584

Step nr. 2372, h = 0.00239561762105055

Step nr. 2373, h = 0.00239732227870397

Step nr. 2374, h = 0.00239903919627278

Step nr. 2375, h = 0.00240076848109052

Step nr. 2376, h = 0.00240251024192148

Step nr. 2377, h = 0.00240426458898441

Step nr. 2378, h = 0.00240603163397698

Step nr. 2379, h = 0.00240781149010053

Step nr. 2380, h = 0.00240960427208554

Step nr. 2381, h = 0.00241141009621774

Step nr. 2382, h = 0.00241322908036436

Step nr. 2383, h = 0.0024150613440012

Step nr. 2384, h = 0.00241690700824036

Step nr. 2385, h = 0.00241876619585846

Step nr. 2386, h = 0.00242063903132521

Step nr. 2387, h = 0.00242252564083295

Step nr. 2388, h = 0.00242442615232674

Step nr. 2389, h = 0.00242634069553499

Step nr. 2390, h = 0.00242826940200104

Step nr. 2391, h = 0.00243021240511464

Step nr. 2392, h = 0.00243216984014539

Step nr. 2393, h = 0.0024341418442756

Step nr. 2394, h = 0.00243612855663488

Step nr. 2395, h = 0.00243813011833479

Step nr. 2396, h = 0.00244014667250485

Step nr. 2397, h = 0.00244217836432874

Step nr. 2398, h = 0.00244422534108178

Step nr. 2399, h = 0.00244628775216915

Step nr. 2400, h = 0.00244836574916484

Step nr. 2401, h = 0.00245045948585138

Step nr. 2402, h = 0.00245256911826118

Step nr. 2403, h = 0.00245469480471758

Step nr. 2404, h = 0.00245683670587793

Step nr. 2405, h = 0.00245899498477737

Step nr. 2406, h = 0.00246116980687316

Step nr. 2407, h = 0.00246336134009056

Step nr. 2408, h = 0.00246556975486985

Step nr. 2409, h = 0.00246779522421398

Step nr. 2410, h = 0.00247003792373721

Step nr. 2411, h = 0.00247229803171611

Step nr. 2412, h = 0.00247457572914008

Step nr. 2413, h = 0.00247687119976427

Step nr. 2414, h = 0.00247918463016353

Step nr. 2415, h = 0.00248151620978733

Step nr. 2416, h = 0.002483866131016

Step nr. 2417, h = 0.00248623458921895

Step nr. 2418, h = 0.00248781877121154

Step nr. 2419, h = 0.00248791046367874

Step nr. 2420, h = 0.00248707355539652

Step nr. 2421, h = 0.00248566198485133

Step nr. 2422, h = 0.00248389759193186

Step nr. 2423, h = 0.00248191927915652

Step nr. 2424, h = 0.00247981394712115

Step nr. 2425, h = 0.00247763591874141

Step nr. 2426, h = 0.00247541911907903

Step nr. 2427, h = 0.00247318470610839

Step nr. 2428, h = 0.00247094584889747

Step nr. 2429, h = 0.0024687107185627

Step nr. 2430, h = 0.00246648436008594

Step nr. 2431, h = 0.00246426986357919

Step nr. 2432, h = 0.00246206909711868

Step nr. 2433, h = 0.00245988316522916

Step nr. 2434, h = 0.00245771269570948

Step nr. 2435, h = 0.00245555801905759

Step nr. 2436, h = 0.0024534192807034

Step nr. 2437, h = 0.00245129651120369

Step nr. 2438, h = 0.00244918967013892

Step nr. 2439, h = 0.00244709867355822

Step nr. 2440, h = 0.00244502341113243

Step nr. 2441, h = 0.00244296375686917

Step nr. 2442, h = 0.00244091957580015

Step nr. 2443, h = 0.00243889072814996

Step nr. 2444, h = 0.00243687707192936

Step nr. 2445, h = 0.00243487846454289

Step nr. 2446, h = 0.00243289476378087

Step nr. 2447, h = 0.00243092582842616

Step nr. 2448, h = 0.00242897151862008

Step nr. 2449, h = 0.00242703169607877

Step nr. 2450, h = 0.00242510622421494

Step nr. 2451, h = 0.00242319496820246

Step nr. 2452, h = 0.00242129779500364

Step nr. 2453, h = 0.00241941457337474

Step nr. 2454, h = 0.00241754517385782

Step nr. 2455, h = 0.00241568946876358

Step nr. 2456, h = 0.00241384733214986

Step nr. 2457, h = 0.00241201863979715

Step nr. 2458, h = 0.00241020326918217

Step nr. 2459, h = 0.00240840109945136

Step nr. 2460, h = 0.00240661201139327

Step nr. 2461, h = 0.00240483588741175

Step nr. 2462, h = 0.00240307261149903

Step nr. 2463, h = 0.00240132206920916

Step nr. 2464, h = 0.00239958414763204

Step nr. 2465, h = 0.00239785873536768

Step nr. 2466, h = 0.00239614572250117

Step nr. 2467, h = 0.00239444500057819

Step nr. 2468, h = 0.00239275646258039

Step nr. 2469, h = 0.00239108000290212

Step nr. 2470, h = 0.0023894155173272

Step nr. 2471, h = 0.00238776290300587

Step nr. 2472, h = 0.0023861220584329

Step nr. 2473, h = 0.00238449288342554

Step nr. 2474, h = 0.00238287527910198

Step nr. 2475, h = 0.00238126914786061

Step nr. 2476, h = 0.00237967439335946

Step nr. 2477, h = 0.00237809092049581

Step nr. 2478, h = 0.0023765186353868

Step nr. 2479, h = 0.00237495744534967

Step nr. 2480, h = 0.00237340725888296

Step nr. 2481, h = 0.00237186798564793

Step nr. 2482, h = 0.00237033953645038

Step nr. 2483, h = 0.00236882182322232

Step nr. 2484, h = 0.002367314759005

Step nr. 2485, h = 0.00236581825793138

Step nr. 2486, h = 0.00236433223520894

Step nr. 2487, h = 0.0023628566071039

Step nr. 2488, h = 0.00236139129092424

Step nr. 2489, h = 0.0023599362050042

Step nr. 2490, h = 0.00235849126868823

Step nr. 2491, h = 0.00235705640231617

Step nr. 2492, h = 0.00235563152720783

Step nr. 2493, h = 0.00235421656564832

Step nr. 2494, h = 0.00235281144087337

Step nr. 2495, h = 0.00235141607705553

Step nr. 2496, h = 0.00235003039928977

Step nr. 2497, h = 0.00234865433358

Step nr. 2498, h = 0.00234728780682569

Step nr. 2499, h = 0.00234593074680839

Step nr. 2500, h = 0.00234458308217901

Step nr. 2501, h = 0.00234324474244496

Step nr. 2502, h = 0.0023419156579578

Step nr. 2503, h = 0.00234059575990079

Step nr. 2504, h = 0.00233928498027696

Step nr. 2505, h = 0.00233798325189728

Step nr. 2506, h = 0.002336690508369

Step nr. 2507, h = 0.00233540668408422

Step nr. 2508, h = 0.00233413171420884

Step nr. 2509, h = 0.0023328655346713

Step nr. 2510, h = 0.00233160808215202

Step nr. 2511, h = 0.00233035929407262

Step nr. 2512, h = 0.00232911910858553

Step nr. 2513, h = 0.00232788746456391

Step nr. 2514, h = 0.00232666430159117

Step nr. 2515, h = 0.00232544955995157

Step nr. 2516, h = 0.00232424318062013

Step nr. 2517, h = 0.00232304510525327

Step nr. 2518, h = 0.00232185527617936

Step nr. 2519, h = 0.0023206736363895

Step nr. 2520, h = 0.0023195001295285

Step nr. 2521, h = 0.00231833469988599

Step nr. 2522, h = 0.00231717729238758

Step nr. 2523, h = 0.00231602785258614

Step nr. 2524, h = 0.00231488632665367

Step nr. 2525, h = 0.00231375266137275

Step nr. 2526, h = 0.00231262680412842

Step nr. 2527, h = 0.00231150870290016

Step nr. 2528, h = 0.00231039830625385

Step nr. 2529, h = 0.00230929556333434

Step nr. 2530, h = 0.00230820042385738

Step nr. 2531, h = 0.00230711283810245

Step nr. 2532, h = 0.00230603275690527

Step nr. 2533, h = 0.0023049601316504

Step nr. 2534, h = 0.00230389491426427

Step nr. 2535, h = 0.0023028370572081

Step nr. 2536, h = 0.00230178651347094

Step nr. 2537, h = 0.00230074323656302

Step nr. 2538, h = 0.00229970718050883

Step nr. 2539, h = 0.00229867829984074

Step nr. 2540, h = 0.00229765654959246

Step nr. 2541, h = 0.00229664188529275

Step nr. 2542, h = 0.00229563426295896

Step nr. 2543, h = 0.00229463363909119

Step nr. 2544, h = 0.00229363997066592

Step nr. 2545, h = 0.00229265321513012

Step nr. 2546, h = 0.00229167333039561

Step nr. 2547, h = 0.00229070027483302

Step nr. 2548, h = 0.00228973400726623

Step nr. 2549, h = 0.00228877448696666

Step nr. 2550, h = 0.00228782167364802

Step nr. 2551, h = 0.00228687552746065

Step nr. 2552, h = 0.0022859360089864

Step nr. 2553, h = 0.0022850030792331

Step nr. 2554, h = 0.00228407669962959

Step nr. 2555, h = 0.00228315683202074

Step nr. 2556, h = 0.00228224343866224

Step nr. 2557, h = 0.00228133648221589

Step nr. 2558, h = 0.00228043592574441

Step nr. 2559, h = 0.00227954173270702

Step nr. 2560, h = 0.00227865386695461

Step nr. 2561, h = 0.0022777722927251

Step nr. 2562, h = 0.0022768969746389

Step nr. 2563, h = 0.00227602787769451

Step nr. 2564, h = 0.00227516496726387

Step nr. 2565, h = 0.00227430820908833

Step nr. 2566, h = 0.00227345756927411

Step nr. 2567, h = 0.00227261301428826

Step nr. 2568, h = 0.0022717745109544

Step nr. 2569, h = 0.00227094202644869

Step nr. 2570, h = 0.00227011552829581

Step nr. 2571, h = 0.00226929498436494

Step nr. 2572, h = 0.00226848036286591

Step nr. 2573, h = 0.00226767163234539

Step nr. 2574, h = 0.00226686876168294

Step nr. 2575, h = 0.00226607172008751

Step nr. 2576, h = 0.00226528047709359

Step nr. 2577, h = 0.00226449500255774

Step nr. 2578, h = 0.00226371526665476

Step nr. 2579, h = 0.00226294123987456

Step nr. 2580, h = 0.00226217289301834

Step nr. 2581, h = 0.00226141019719542

Step nr. 2582, h = 0.00226065312381985

Step nr. 2583, h = 0.00225990164460693

Step nr. 2584, h = 0.00225915573157023

Step nr. 2585, h = 0.00225841535701812

Step nr. 2586, h = 0.00225768049355072

Step nr. 2587, h = 0.00225695111405682

Step nr. 2588, h = 0.00225622719171079

